Time series of measured orientation data in quaternions:
Time (s)	hand_l_imu	humerus_r_imu	torso_imu	radius_l_imu	calcn_r_imu	head_imu	femur_l_imu	radius_r_imu	calcn_l_imu	tibia_l_imu	hand_r_imu	humerus_l_imu	femur_r_imu	pelvis_imu	tibia_r_imu
72.2520212	~[-0.017750,0.095616,-0.492760,-0.864714]	~[0.016520,-0.531225,0.259124,-0.806462]	~[0.164013,-0.402095,-0.117048,-0.893151]	~[-0.241648,-0.158691,-0.471595,-0.833080]	~[0.048645,-0.399206,0.117444,-0.908006]	~[-0.462543,-0.377948,-0.566444,-0.567759]	~[0.354500,-0.134413,-0.676931,-0.630894]	~[0.691324,-0.177994,0.315594,-0.625132]	~[0.407965,-0.309357,-0.221568,-0.829922]	~[0.617175,-0.342629,-0.672677,-0.221824]	~[0.326608,-0.008446,0.468812,-0.820653]	~[0.526062,-0.345008,-0.402730,-0.664859]	~[-0.010731,-0.445613,0.457859,-0.769206]	~[0.773000,0.192436,-0.577123,0.179916]	~[-0.363521,-0.477034,0.601189,-0.528075]
72.2719948	~[-0.017671,0.095667,-0.492804,-0.864685]	~[0.016944,-0.531233,0.259305,-0.806390]	~[0.164271,-0.401235,-0.116756,-0.893529]	~[-0.241342,-0.158668,-0.471597,-0.833172]	~[0.048634,-0.399184,0.117414,-0.908020]	~[-0.461938,-0.377754,-0.566853,-0.567973]	~[0.354520,-0.134483,-0.676924,-0.630875]	~[0.691473,-0.177573,0.315865,-0.624950]	~[0.407945,-0.309350,-0.221582,-0.829930]	~[0.617151,-0.342705,-0.672637,-0.221893]	~[0.327209,-0.008409,0.470022,-0.819721]	~[0.526195,-0.345151,-0.402890,-0.664582]	~[-0.010741,-0.445607,0.457875,-0.769201]	~[0.773148,0.192231,-0.577064,0.179688]	~[-0.363498,-0.477130,0.601201,-0.527990]
72.3017015	~[-0.017638,0.095672,-0.492853,-0.864657]	~[0.017145,-0.530954,0.259569,-0.806485]	~[0.164482,-0.400375,-0.116610,-0.893895]	~[-0.241029,-0.158688,-0.471567,-0.833275]	~[0.048559,-0.399173,0.117394,-0.908032]	~[-0.461447,-0.377603,-0.567223,-0.568102]	~[0.354558,-0.134562,-0.676890,-0.630873]	~[0.691615,-0.177073,0.315881,-0.624927]	~[0.407949,-0.309323,-0.221610,-0.829931]	~[0.617127,-0.342725,-0.672651,-0.221888]	~[0.327162,-0.008275,0.470795,-0.819298]	~[0.526418,-0.345295,-0.403172,-0.664159]	~[-0.010750,-0.445564,0.457945,-0.769184]	~[0.773219,0.192056,-0.577050,0.179612]	~[-0.363472,-0.477193,0.601253,-0.527891]
72.3220868	~[-0.017630,0.095642,-0.492868,-0.864652]	~[0.017410,-0.530905,0.259585,-0.806506]	~[0.164763,-0.399587,-0.116347,-0.894230]	~[-0.240759,-0.158709,-0.471282,-0.833511]	~[0.048523,-0.399166,0.117399,-0.908036]	~[-0.461145,-0.377544,-0.567473,-0.568138]	~[0.354610,-0.134626,-0.676800,-0.630927]	~[0.691749,-0.176952,0.316271,-0.624615]	~[0.407883,-0.309330,-0.221612,-0.829960]	~[0.617110,-0.342714,-0.672687,-0.221842]	~[0.327531,-0.007937,0.470796,-0.819153]	~[0.526587,-0.345351,-0.403627,-0.663720]	~[-0.010733,-0.445501,0.457986,-0.769196]	~[0.773134,0.192055,-0.577176,0.179572]	~[-0.363449,-0.477250,0.601310,-0.527790]
72.3520577	~[-0.017521,0.095548,-0.492764,-0.864724]	~[0.017941,-0.531058,0.259432,-0.806443]	~[0.164962,-0.399012,-0.115742,-0.894528]	~[-0.240475,-0.158765,-0.471151,-0.833656]	~[0.048524,-0.399188,0.117386,-0.908028]	~[-0.460960,-0.377469,-0.567535,-0.568276]	~[0.354605,-0.134784,-0.676663,-0.631044]	~[0.691975,-0.176894,0.316461,-0.624284]	~[0.407921,-0.309308,-0.221654,-0.829939]	~[0.617079,-0.342758,-0.672679,-0.221883]	~[0.327713,-0.007810,0.470610,-0.819188]	~[0.526648,-0.345495,-0.403757,-0.663517]	~[-0.010730,-0.445442,0.458066,-0.769182]	~[0.773223,0.192041,-0.577095,0.179466]	~[-0.363434,-0.477280,0.601401,-0.527671]
72.3720789	~[-0.017446,0.095350,-0.492711,-0.864777]	~[0.018562,-0.531286,0.259208,-0.806351]	~[0.164964,-0.398652,-0.115301,-0.894745]	~[-0.240116,-0.158862,-0.471185,-0.833722]	~[0.048520,-0.399179,0.117379,-0.908033]	~[-0.460746,-0.377439,-0.567494,-0.568509]	~[0.354704,-0.134839,-0.676538,-0.631111]	~[0.692321,-0.176673,0.316299,-0.624045]	~[0.407988,-0.309294,-0.221667,-0.829908]	~[0.617068,-0.342706,-0.672739,-0.221813]	~[0.327771,-0.007821,0.470646,-0.819145]	~[0.526661,-0.345661,-0.403599,-0.663517]	~[-0.010681,-0.445368,0.458156,-0.769172]	~[0.773221,0.192067,-0.577094,0.179450]	~[-0.363431,-0.477269,0.601498,-0.527572]
72.401697	~[-0.017301,0.095127,-0.492716,-0.864802]	~[0.019074,-0.531249,0.259250,-0.806350]	~[0.165023,-0.398517,-0.114954,-0.894839]	~[-0.239722,-0.159015,-0.471338,-0.833719]	~[0.048412,-0.399151,0.117443,-0.908043]	~[-0.460515,-0.377551,-0.567367,-0.568749]	~[0.354829,-0.134844,-0.676440,-0.631144]	~[0.692703,-0.175999,0.315804,-0.624063]	~[0.408055,-0.309288,-0.221670,-0.829876]	~[0.617042,-0.342710,-0.672757,-0.221826]	~[0.327967,-0.007630,0.470834,-0.818960]	~[0.526677,-0.345756,-0.403327,-0.663620]	~[-0.010618,-0.445297,0.458278,-0.769142]	~[0.773160,0.192132,-0.577171,0.179395]	~[-0.363411,-0.477332,0.601526,-0.527497]
72.4220258	~[-0.017236,0.094926,-0.492760,-0.864800]	~[0.019603,-0.530976,0.259613,-0.806400]	~[0.164810,-0.398597,-0.114738,-0.894870]	~[-0.239387,-0.159129,-0.471243,-0.833847]	~[0.048513,-0.399145,0.117394,-0.908046]	~[-0.460371,-0.377683,-0.567213,-0.568931]	~[0.354869,-0.134903,-0.676416,-0.631135]	~[0.693168,-0.174843,0.314923,-0.624317]	~[0.408069,-0.309295,-0.221613,-0.829882]	~[0.617058,-0.342662,-0.672767,-0.221825]	~[0.328031,-0.006948,0.470978,-0.818857]	~[0.526913,-0.345529,-0.403148,-0.663659]	~[-0.010486,-0.445224,0.458434,-0.769093]	~[0.773132,0.192192,-0.577196,0.179371]	~[-0.363381,-0.477377,0.601522,-0.527482]
72.4520337	~[-0.017078,0.094769,-0.492686,-0.864863]	~[0.020464,-0.530909,0.259985,-0.806303]	~[0.164588,-0.398482,-0.114473,-0.894997]	~[-0.239091,-0.159212,-0.471032,-0.834036]	~[0.048455,-0.399142,0.117416,-0.908048]	~[-0.460250,-0.377685,-0.567031,-0.569210]	~[0.354883,-0.134917,-0.676464,-0.631072]	~[0.693393,-0.174041,0.314498,-0.624506]	~[0.408066,-0.309315,-0.221529,-0.829898]	~[0.617091,-0.342662,-0.672718,-0.221882]	~[0.328260,-0.006038,0.470742,-0.818908]	~[0.527121,-0.345286,-0.403091,-0.663656]	~[-0.010291,-0.445185,0.458547,-0.769050]	~[0.773140,0.192265,-0.577190,0.179278]	~[-0.363388,-0.477409,0.601504,-0.527468]
72.4719518	~[-0.016955,0.094645,-0.492535,-0.864965]	~[0.021346,-0.530906,0.260303,-0.806180]	~[0.164395,-0.398250,-0.113955,-0.895201]	~[-0.238781,-0.159248,-0.470951,-0.834164]	~[0.048499,-0.399137,0.117348,-0.908057]	~[-0.460098,-0.377582,-0.566799,-0.569632]	~[0.354919,-0.134882,-0.676525,-0.630994]	~[0.693338,-0.173927,0.315215,-0.624236]	~[0.408092,-0.309335,-0.221461,-0.829896]	~[0.617117,-0.342743,-0.672592,-0.222068]	~[0.328795,-0.004879,0.469924,-0.819171]	~[0.527372,-0.345093,-0.403159,-0.663515]	~[-0.010117,-0.445155,0.458661,-0.769002]	~[0.773142,0.192315,-0.577203,0.179171]	~[-0.363439,-0.477395,0.601510,-0.527440]
72.5019572	~[-0.016857,0.094528,-0.492493,-0.865003]	~[0.022341,-0.530892,0.260676,-0.806041]	~[0.164196,-0.398168,-0.113509,-0.895331]	~[-0.238451,-0.159247,-0.470850,-0.834315]	~[0.048502,-0.399119,0.117284,-0.908073]	~[-0.459914,-0.377548,-0.566619,-0.569982]	~[0.355007,-0.134829,-0.676586,-0.630891]	~[0.693248,-0.173798,0.316065,-0.623942]	~[0.408152,-0.309322,-0.221387,-0.829891]	~[0.617189,-0.342756,-0.672473,-0.222207]	~[0.328926,-0.004599,0.469575,-0.819321]	~[0.527601,-0.345034,-0.403045,-0.663433]	~[-0.010071,-0.445137,0.458874,-0.768886]	~[0.773192,0.192308,-0.577177,0.179047]	~[-0.363524,-0.477377,0.601511,-0.527395]
72.5220158	~[-0.016777,0.094281,-0.492485,-0.865037]	~[0.023399,-0.530772,0.261180,-0.805927]	~[0.163922,-0.398072,-0.113140,-0.895471]	~[-0.238114,-0.159213,-0.470715,-0.834494]	~[0.048442,-0.399104,0.117243,-0.908088]	~[-0.459709,-0.377584,-0.566551,-0.570191]	~[0.355086,-0.134797,-0.676576,-0.630863]	~[0.693226,-0.173559,0.316596,-0.623764]	~[0.408140,-0.309319,-0.221328,-0.829914]	~[0.617275,-0.342713,-0.672370,-0.222349]	~[0.328974,-0.005161,0.469419,-0.819387]	~[0.527772,-0.345066,-0.402865,-0.663390]	~[-0.010145,-0.445185,0.459174,-0.768678]	~[0.773196,0.192303,-0.577192,0.178989]	~[-0.363525,-0.477461,0.601430,-0.527410]
72.5519973	~[-0.016735,0.094094,-0.492488,-0.865056]	~[0.024292,-0.530794,0.261618,-0.805744]	~[0.163605,-0.397842,-0.112777,-0.895677]	~[-0.237862,-0.159208,-0.470546,-0.834662]	~[0.048417,-0.399105,0.117192,-0.908095]	~[-0.459592,-0.377612,-0.566663,-0.570155]	~[0.355158,-0.134792,-0.676530,-0.630873]	~[0.693138,-0.172859,0.316584,-0.624062]	~[0.408136,-0.309338,-0.221283,-0.829921]	~[0.617335,-0.342754,-0.672223,-0.222559]	~[0.329228,-0.006177,0.468914,-0.819567]	~[0.527885,-0.345084,-0.402667,-0.663410]	~[-0.010267,-0.445220,0.459507,-0.768458]	~[0.773155,0.192364,-0.577265,0.178864]	~[-0.363538,-0.477524,0.601350,-0.527435]
72.571954	~[-0.016626,0.094080,-0.492390,-0.865116]	~[0.025163,-0.530724,0.261886,-0.805677]	~[0.163413,-0.397482,-0.112412,-0.895917]	~[-0.237594,-0.159102,-0.470469,-0.834802]	~[0.048433,-0.399101,0.117145,-0.908102]	~[-0.459488,-0.377408,-0.566800,-0.570238]	~[0.355197,-0.134809,-0.676451,-0.630933]	~[0.692985,-0.172578,0.317019,-0.624090]	~[0.408232,-0.309311,-0.221284,-0.829884]	~[0.617431,-0.342684,-0.672146,-0.222637]	~[0.330028,-0.006893,0.468247,-0.819621]	~[0.528012,-0.345039,-0.402424,-0.663481]	~[-0.010258,-0.445047,0.459573,-0.768518]	~[0.773237,0.192417,-0.577204,0.178651]	~[-0.363473,-0.477621,0.601278,-0.527475]
72.6019293	~[-0.016556,0.094187,-0.492297,-0.865158]	~[0.025911,-0.530546,0.262299,-0.805635]	~[0.163174,-0.397144,-0.111891,-0.896176]	~[-0.237229,-0.158975,-0.470501,-0.834912]	~[0.048423,-0.399099,0.117104,-0.908109]	~[-0.459373,-0.377241,-0.566662,-0.570579]	~[0.355280,-0.134770,-0.676365,-0.630986]	~[0.692720,-0.172350,0.317939,-0.623979]	~[0.408233,-0.309318,-0.221255,-0.829888]	~[0.617488,-0.342660,-0.672068,-0.222751]	~[0.330798,-0.007499,0.467903,-0.819502]	~[0.528154,-0.344947,-0.402210,-0.663545]	~[-0.010184,-0.444947,0.459549,-0.768592]	~[0.773301,0.192367,-0.577195,0.178454]	~[-0.363450,-0.477666,0.601286,-0.527441]
72.6518391	~[-0.016449,0.094264,-0.492277,-0.865163]	~[0.026571,-0.530061,0.262911,-0.805734]	~[0.163242,-0.396530,-0.110625,-0.896593]	~[-0.236782,-0.158871,-0.470414,-0.835108]	~[0.048417,-0.399066,0.117073,-0.908128]	~[-0.459162,-0.377090,-0.566462,-0.571047]	~[0.355373,-0.134736,-0.676329,-0.630980]	~[0.692317,-0.172014,0.318702,-0.624130]	~[0.408282,-0.309294,-0.221245,-0.829876]	~[0.617525,-0.342657,-0.672005,-0.222844]	~[0.332154,-0.008741,0.467733,-0.819038]	~[0.528140,-0.344952,-0.401945,-0.663714]	~[-0.010184,-0.444879,0.459659,-0.768565]	~[0.773291,0.192343,-0.577280,0.178250]	~[-0.363428,-0.477641,0.601370,-0.527382]
72.671961	~[-0.016287,0.094287,-0.492143,-0.865240]	~[0.027149,-0.529554,0.263514,-0.805851]	~[0.163355,-0.396498,-0.110205,-0.896638]	~[-0.236393,-0.158753,-0.470338,-0.835284]	~[0.048402,-0.399049,0.117086,-0.908134]	~[-0.458870,-0.377013,-0.566401,-0.571392]	~[0.355378,-0.134831,-0.676263,-0.631027]	~[0.691759,-0.172518,0.319833,-0.624030]	~[0.408255,-0.309276,-0.221208,-0.829905]	~[0.617540,-0.342685,-0.671935,-0.222968]	~[0.334454,-0.009800,0.467680,-0.818119]	~[0.528136,-0.344906,-0.401664,-0.663912]	~[-0.010063,-0.444797,0.459720,-0.768578]	~[0.773207,0.192366,-0.577455,0.178024]	~[-0.363287,-0.477737,0.601404,-0.527355]
72.7020599	~[-0.016223,0.094325,-0.491989,-0.865325]	~[0.027533,-0.529207,0.264364,-0.805788]	~[0.163237,-0.396422,-0.109946,-0.896725]	~[-0.236038,-0.158629,-0.470263,-0.835449]	~[0.048446,-0.399047,0.117091,-0.908132]	~[-0.458658,-0.377001,-0.566390,-0.571582]	~[0.355414,-0.134892,-0.676153,-0.631112]	~[0.691037,-0.174286,0.322196,-0.623123]	~[0.408298,-0.309277,-0.221200,-0.829887]	~[0.617536,-0.342757,-0.671851,-0.223122]	~[0.337390,-0.011063,0.467764,-0.816849]	~[0.528331,-0.344724,-0.401779,-0.663781]	~[-0.009879,-0.444756,0.459764,-0.768578]	~[0.773077,0.192579,-0.577607,0.177863]	~[-0.363178,-0.477803,0.601444,-0.527325]
72.7219014	~[-0.016131,0.094401,-0.491904,-0.865366]	~[0.028137,-0.528858,0.264964,-0.805799]	~[0.163254,-0.396168,-0.109869,-0.896843]	~[-0.235726,-0.158577,-0.470121,-0.835627]	~[0.048412,-0.399039,0.117137,-0.908132]	~[-0.458586,-0.376984,-0.566370,-0.571670]	~[0.355454,-0.134946,-0.676049,-0.631190]	~[0.690182,-0.176326,0.325037,-0.622020]	~[0.408278,-0.309305,-0.221164,-0.829895]	~[0.617563,-0.342720,-0.671831,-0.223165]	~[0.339743,-0.013866,0.469045,-0.815094]	~[0.528437,-0.344567,-0.401820,-0.663753]	~[-0.009649,-0.444678,0.459727,-0.768648]	~[0.773075,0.192714,-0.577610,0.177718]	~[-0.363094,-0.477841,0.601498,-0.527287]
72.7520297	~[-0.016056,0.094509,-0.491869,-0.865376]	~[0.028846,-0.529059,0.264988,-0.805634]	~[0.163119,-0.395912,-0.109950,-0.896971]	~[-0.235391,-0.158483,-0.470132,-0.835733]	~[0.048466,-0.399070,0.117155,-0.908113]	~[-0.458633,-0.376912,-0.566244,-0.571806]	~[0.355382,-0.135006,-0.675992,-0.631278]	~[0.689238,-0.179318,0.328528,-0.620375]	~[0.408222,-0.309327,-0.221154,-0.829917]	~[0.617598,-0.342663,-0.671814,-0.223206]	~[0.340309,-0.017648,0.471230,-0.813524]	~[0.528552,-0.344384,-0.401776,-0.663784]	~[-0.009353,-0.444660,0.459653,-0.768706]	~[0.772990,0.192862,-0.577718,0.177575]	~[-0.363034,-0.477908,0.601475,-0.527293]
72.7719823	~[-0.015969,0.094552,-0.491942,-0.865331]	~[0.028788,-0.528707,0.265101,-0.805830]	~[0.162746,-0.395599,-0.109860,-0.897188]	~[-0.235106,-0.158435,-0.470227,-0.835769]	~[0.048484,-0.399082,0.117200,-0.908101]	~[-0.458680,-0.376637,-0.566064,-0.572127]	~[0.355373,-0.135007,-0.676020,-0.631253]	~[0.688116,-0.183189,0.332204,-0.618529]	~[0.408182,-0.309316,-0.221129,-0.829947]	~[0.617607,-0.342615,-0.671836,-0.223189]	~[0.340596,-0.021150,0.474308,-0.811529]	~[0.528634,-0.344327,-0.401766,-0.663754]	~[-0.009092,-0.444651,0.459620,-0.768734]	~[0.772908,0.192955,-0.577859,0.177372]	~[-0.363001,-0.477942,0.601436,-0.527329]
72.8019396	~[-0.016001,0.094457,-0.492040,-0.865285]	~[0.029137,-0.528645,0.264771,-0.805967]	~[0.162365,-0.395369,-0.109455,-0.897408]	~[-0.234893,-0.158300,-0.470180,-0.835881]	~[0.048451,-0.399070,0.117214,-0.908106]	~[-0.458624,-0.376349,-0.565928,-0.572496]	~[0.355334,-0.135024,-0.676058,-0.631230]	~[0.688730,-0.183034,0.330511,-0.618799]	~[0.408170,-0.309332,-0.221129,-0.829948]	~[0.617604,-0.342665,-0.671799,-0.223232]	~[0.337582,-0.027919,0.480083,-0.809185]	~[0.528642,-0.344436,-0.401598,-0.663792]	~[-0.008877,-0.444686,0.459669,-0.768688]	~[0.772929,0.193065,-0.577824,0.177275]	~[-0.363045,-0.477900,0.601428,-0.527346]
72.8219348	~[-0.016059,0.094365,-0.492137,-0.865239]	~[0.029883,-0.528941,0.263903,-0.806029]	~[0.162095,-0.394893,-0.109206,-0.897696]	~[-0.234764,-0.158213,-0.470071,-0.835995]	~[0.048418,-0.399058,0.117207,-0.908114]	~[-0.458454,-0.375996,-0.565951,-0.572841]	~[0.355342,-0.135002,-0.676050,-0.631239]	~[0.689491,-0.181809,0.326984,-0.620184]	~[0.408201,-0.309327,-0.221124,-0.829935]	~[0.617579,-0.342696,-0.671804,-0.223235]	~[0.335639,-0.031230,0.482589,-0.808381]	~[0.528639,-0.344475,-0.401307,-0.663951]	~[-0.008838,-0.444710,0.459836,-0.768574]	~[0.772916,0.193187,-0.577820,0.177212]	~[-0.363062,-0.477928,0.601315,-0.527438]
72.8519754	~[-0.016013,0.094370,-0.492089,-0.865267]	~[0.030562,-0.529216,0.263055,-0.806100]	~[0.162002,-0.394468,-0.109288,-0.897890]	~[-0.234613,-0.158148,-0.469921,-0.836134]	~[0.048425,-0.399030,0.117149,-0.908133]	~[-0.458230,-0.375711,-0.566028,-0.573131]	~[0.355354,-0.134966,-0.676042,-0.631249]	~[0.690200,-0.180909,0.324112,-0.621166]	~[0.408213,-0.309307,-0.221120,-0.829938]	~[0.617570,-0.342675,-0.671841,-0.223185]	~[0.335114,-0.028151,0.482807,-0.808581]	~[0.528638,-0.344388,-0.401168,-0.664081]	~[-0.008928,-0.444708,0.460027,-0.768459]	~[0.772766,0.193392,-0.577956,0.177201]	~[-0.363134,-0.477892,0.601192,-0.527562]
72.8719901	~[-0.015931,0.094457,-0.491954,-0.865336]	~[0.031380,-0.529644,0.262193,-0.806069]	~[0.161945,-0.393960,-0.109172,-0.898137]	~[-0.234432,-0.158130,-0.470112,-0.836080]	~[0.048396,-0.399036,0.117101,-0.908138]	~[-0.457987,-0.375499,-0.566117,-0.573375]	~[0.355368,-0.134906,-0.676100,-0.631192]	~[0.690963,-0.180196,0.321516,-0.621874]	~[0.408172,-0.309297,-0.221092,-0.829970]	~[0.617569,-0.342697,-0.671826,-0.223196]	~[0.333232,-0.023326,0.483007,-0.809393]	~[0.528651,-0.344147,-0.401171,-0.664193]	~[-0.009091,-0.444649,0.460199,-0.768389]	~[0.772657,0.193531,-0.578067,0.177157]	~[-0.363279,-0.477770,0.601163,-0.527606]
72.9019985	~[-0.015993,0.094397,-0.492136,-0.865237]	~[0.032023,-0.530067,0.261319,-0.806049]	~[0.161997,-0.393563,-0.109281,-0.898289]	~[-0.234390,-0.158118,-0.470026,-0.836143]	~[0.048377,-0.399029,0.117040,-0.908150]	~[-0.457856,-0.375290,-0.566187,-0.573549]	~[0.355386,-0.134821,-0.676181,-0.631113]	~[0.692086,-0.179297,0.318923,-0.622220]	~[0.408204,-0.309312,-0.221090,-0.829949]	~[0.617577,-0.342694,-0.671804,-0.223247]	~[0.330297,-0.018770,0.483001,-0.810717]	~[0.528591,-0.343962,-0.401159,-0.664344]	~[-0.009213,-0.444595,0.460322,-0.768345]	~[0.772562,0.193593,-0.578182,0.177130]	~[-0.363288,-0.477749,0.601102,-0.527688]
72.9217809	~[-0.016008,0.094375,-0.492145,-0.865235]	~[0.032475,-0.530385,0.260579,-0.806062]	~[0.161922,-0.393338,-0.109393,-0.898387]	~[-0.234402,-0.158259,-0.470012,-0.836121]	~[0.048336,-0.399013,0.116971,-0.908168]	~[-0.457748,-0.375090,-0.566261,-0.573693]	~[0.355358,-0.134777,-0.676235,-0.631080]	~[0.693536,-0.177143,0.314713,-0.623365]	~[0.408223,-0.309298,-0.221071,-0.829950]	~[0.617570,-0.342717,-0.671772,-0.223326]	~[0.326931,-0.014592,0.482538,-0.812441]	~[0.528437,-0.343811,-0.401196,-0.664522]	~[-0.009332,-0.444533,0.460445,-0.768306]	~[0.772473,0.193590,-0.578351,0.176970]	~[-0.363318,-0.477689,0.601119,-0.527703]
72.9520102	~[-0.016041,0.094217,-0.492149,-0.865249]	~[0.032860,-0.530827,0.260053,-0.805926]	~[0.161517,-0.393271,-0.109327,-0.898497]	~[-0.234500,-0.158382,-0.469899,-0.836134]	~[0.048388,-0.398992,0.116921,-0.908181]	~[-0.457698,-0.374989,-0.566396,-0.573665]	~[0.355282,-0.134820,-0.676261,-0.631086]	~[0.694952,-0.174351,0.309944,-0.624963]	~[0.408201,-0.309310,-0.221048,-0.829962]	~[0.617627,-0.342657,-0.671751,-0.223324]	~[0.325127,-0.009383,0.481278,-0.813987]	~[0.528416,-0.343657,-0.401303,-0.664554]	~[-0.009399,-0.444517,0.460532,-0.768262]	~[0.772431,0.193691,-0.578395,0.176900]	~[-0.363261,-0.477737,0.601114,-0.527703]
72.9720059	~[-0.016095,0.094022,-0.492155,-0.865265]	~[0.032884,-0.530886,0.259980,-0.805909]	~[0.160922,-0.393068,-0.109054,-0.898726]	~[-0.234666,-0.158511,-0.469729,-0.836158]	~[0.048397,-0.398988,0.116867,-0.908190]	~[-0.457722,-0.374947,-0.566522,-0.573548]	~[0.355263,-0.134780,-0.676267,-0.631099]	~[0.696039,-0.171901,0.306276,-0.626239]	~[0.408212,-0.309293,-0.221021,-0.829970]	~[0.617636,-0.342672,-0.671710,-0.223399]	~[0.324749,-0.003552,0.478413,-0.815872]	~[0.528195,-0.343746,-0.401183,-0.664757]	~[-0.009414,-0.444501,0.460549,-0.768261]	~[0.772272,0.193796,-0.578602,0.176803]	~[-0.363223,-0.477773,0.601143,-0.527664]
73.0019901	~[-0.016131,0.093884,-0.492152,-0.865281]	~[0.032768,-0.530664,0.260046,-0.806039]	~[0.160594,-0.392700,-0.109067,-0.898944]	~[-0.234818,-0.158665,-0.469580,-0.836170]	~[0.048414,-0.398999,0.116883,-0.908182]	~[-0.457760,-0.374887,-0.566536,-0.573545]	~[0.355282,-0.134709,-0.676291,-0.631078]	~[0.696815,-0.169986,0.303779,-0.627114]	~[0.408225,-0.309263,-0.221011,-0.829977]	~[0.617644,-0.342691,-0.671668,-0.223474]	~[0.324285,0.001797,0.475291,-0.817884]	~[0.528200,-0.343600,-0.401257,-0.664783]	~[-0.009309,-0.444490,0.460421,-0.768346]	~[0.772240,0.193822,-0.578650,0.176756]	~[-0.363169,-0.477784,0.601222,-0.527602]
73.0219314	~[-0.016164,0.093737,-0.492101,-0.865326]	~[0.032711,-0.530424,0.259868,-0.806256]	~[0.160177,-0.392414,-0.108958,-0.899157]	~[-0.234850,-0.158873,-0.469486,-0.836174]	~[0.048386,-0.398990,0.116938,-0.908180]	~[-0.457724,-0.374767,-0.566459,-0.573727]	~[0.355328,-0.134625,-0.676366,-0.630990]	~[0.697379,-0.168786,0.302278,-0.627537]	~[0.408204,-0.309267,-0.221006,-0.829988]	~[0.617635,-0.342716,-0.671636,-0.223557]	~[0.324142,0.006045,0.472386,-0.819601]	~[0.528154,-0.343462,-0.401421,-0.664792]	~[-0.009147,-0.444510,0.460177,-0.768482]	~[0.772374,0.193686,-0.578547,0.176654]	~[-0.363139,-0.477792,0.601296,-0.527530]
73.0519223	~[-0.016178,0.093470,-0.492035,-0.865392]	~[0.032577,-0.530555,0.259543,-0.806280]	~[0.159651,-0.392260,-0.108678,-0.899351]	~[-0.234864,-0.159119,-0.469278,-0.836240]	~[0.048427,-0.398991,0.116963,-0.908175]	~[-0.457581,-0.374604,-0.566375,-0.574030]	~[0.355333,-0.134597,-0.676455,-0.630897]	~[0.697929,-0.167403,0.300586,-0.628108]	~[0.408131,-0.309294,-0.221015,-0.830011]	~[0.617667,-0.342639,-0.671666,-0.223497]	~[0.324027,0.008819,0.469964,-0.821013]	~[0.527952,-0.343414,-0.401282,-0.665061]	~[-0.008949,-0.444547,0.459927,-0.768612]	~[0.772446,0.193456,-0.578588,0.176461]	~[-0.363117,-0.477765,0.601403,-0.527447]
73.0718863	~[-0.016277,0.093149,-0.491967,-0.865463]	~[0.032503,-0.530859,0.259321,-0.806155]	~[0.159431,-0.392083,-0.108394,-0.899502]	~[-0.234908,-0.159349,-0.469130,-0.836268]	~[0.048452,-0.399007,0.116998,-0.908162]	~[-0.457422,-0.374437,-0.566202,-0.574437]	~[0.355319,-0.134633,-0.676478,-0.630872]	~[0.698583,-0.165708,0.298646,-0.628756]	~[0.408071,-0.309293,-0.221027,-0.830038]	~[0.617643,-0.342634,-0.671704,-0.223457]	~[0.323851,0.010553,0.468027,-0.822168]	~[0.527667,-0.343492,-0.401043,-0.665391]	~[-0.008815,-0.444546,0.459761,-0.768714]	~[0.772582,0.193250,-0.578507,0.176356]	~[-0.363075,-0.477822,0.601426,-0.527400]
73.1018897	~[-0.016386,0.092913,-0.491972,-0.865484]	~[0.032452,-0.530892,0.259374,-0.806117]	~[0.159226,-0.391934,-0.108014,-0.899649]	~[-0.234958,-0.159614,-0.469124,-0.836206]	~[0.048489,-0.399000,0.117006,-0.908162]	~[-0.457342,-0.374281,-0.565921,-0.574880]	~[0.355345,-0.134674,-0.676485,-0.630842]	~[0.698910,-0.164793,0.297758,-0.629053]	~[0.408032,-0.309288,-0.221061,-0.830050]	~[0.617591,-0.342690,-0.671722,-0.223460]	~[0.324369,0.012344,0.466280,-0.822931]	~[0.527388,-0.343521,-0.400785,-0.665753]	~[-0.008738,-0.444564,0.459683,-0.768751]	~[0.772707,0.193038,-0.578454,0.176215]	~[-0.363139,-0.477766,0.601500,-0.527321]
73.1218242	~[-0.016507,0.092753,-0.492027,-0.865467]	~[0.032051,-0.530693,0.259947,-0.806080]	~[0.159199,-0.391854,-0.107783,-0.899716]	~[-0.235026,-0.159834,-0.469150,-0.836130]	~[0.048457,-0.398988,0.117012,-0.908168]	~[-0.457369,-0.374197,-0.565646,-0.575182]	~[0.355405,-0.134674,-0.676462,-0.630833]	~[0.698651,-0.164917,0.298570,-0.628924]	~[0.408047,-0.309280,-0.221074,-0.830042]	~[0.617520,-0.342748,-0.671763,-0.223445]	~[0.325718,0.014713,0.464723,-0.823240]	~[0.527158,-0.343447,-0.400639,-0.666060]	~[-0.008726,-0.444573,0.459636,-0.768774]	~[0.772781,0.192919,-0.578416,0.176142]	~[-0.363164,-0.477784,0.601494,-0.527295]
